path,uncertainty
clips/train/000121bf1a96a58038bdc32ce9dee60175ee914ffe875e09dc3c96ff1d2d232f2ccfa019c7ca9672b94c37eaf162b9c62efa619cccd6280f8079e78d55ace005.wav,0.02142857142857143
clips/train/00046da164749f3e70db759b653b8f026d290c35d3364fad7b3bb739dae299864e35888b14e480720f30f91a615db5ccfd01cb55e403f6ce5aa5e5904594cf32.wav,0.075
clips/train/0007b7b91c671de30e627527be61e78b1d8507809fc38d91e927cf85cfa88d87baef62ec97f93dacd30222aff7edeafca32d8c3767f0740da53c6792f6ccd230.wav,0.0
clips/train/001904f4012d4af9582171f375026759922408035d6e50931e0f47bb0d642bc57e302fcfa81d4f962fca60600e9f28b1b599f4f1987312c601ebb36a6002e98a.wav,0.3571428571428572
clips/train/001ba6e375fc56b59c1cf5b4770a0648979a216e0c560ad5980e0df77a953917cbc3cf7ded09ed82cce4285a23dc1af1a0411a1c1e2e2991f2960447f5d22ee9.wav,0.15909090909090903
clips/train/0020a32ecc2313958c36e9f6038cb9d4cfca89488f1780f8ae34c9d29c58f330c3e70804e186e1b98d651f8a828d74c083c979401f8ef71f5ac81cb775866357.wav,0.375
clips/train/002345bd71de4d139da5778e7ebf3559f4b0968b0eea60565bbaa99ad5cbf2d3e9fb8afdb2f02abb0199f48e013ce5178c54ed1a52f23e575395f264196a2c56.wav,0.18000000000000005
clips/train/00284eee5cf28202580d12235c8bfe48caa0cb14fcf2d19cdb0b0162cc00a58e9dde219aec6afdc2845e469ba363a103ba9170a50f1d5c9c9b32bfb79988cf03.wav,0.11071428571428572
clips/train/002c12df9a9c1a84615b0cf003fcbccf95b7881e26690ebe633911f657ddf325a05037ee3d3b0d5a38e5bd2f6b2473431156955f2a472f169559faa5a5acb08c.wav,0.050000000000000024
clips/train/002db16a19339cfc87ea5a7722f3fda8cf87f6c54865113e2cc172b95bc97ec7cb15e7e1b36bf2b7b828d5932d1ded2c0ae0ce8b83ce330da50f6c123d8904f6.wav,0.02142857142857143
clips/train/0035b9a3d78778f9b28a428de9917d06f9dd3431eeb5268542b2b2607b0a9c7496cbace819acb98180b2663e48b8998fb78a09c1381c4e5b827e5c6784a911e9.wav,0.2538461538461539
clips/train/003ef096a9e544d75f699458cad04b5daa90c99a8fbbe32d4e6d23b2e43c8fd81b9b39aa9b98302e277db8e3b44b3c8868ed6cc8654f4538b04f8b707d3a949c.wav,0.3400000000000001
clips/train/0043db70e938a693ed191a0e2f869024b74c1beb755efecea7a79bacae633e265f9c5c4fadcab11bb4107579f1a033361a49250b2c4317abb558f949c8ced652.wav,0.11111111111111113
clips/train/00468cc64f2e6405b780c4f48ec678a15d846b6d1b835c9139f4c3576b8244dda6d366d9804eabee9399cea63bcb897ff06806217b34dd988280bb154f393d81.wav,0.2633333333333333
clips/train/0052869f3c2325670efe4dbb6f0007cfba3a5b1477ec0524c9cb83ab9fd178b3dcdf5c68e15ef7baabd5f2afe60959fd75dbd3d623da8518827f1b29751548b1.wav,0.16071428571428573
clips/train/005c48b99caf12fca81e3e305b1d58e0d49ff7d3ae784a25735a6465994a3aa3cbfdb48867720e14fb9ff3e24f13c7332e9d2f68cb7580bb469472c8c2215447.wav,0.06666666666666667
clips/train/006129e4064937e59902a0797129afe5274032d62fad1ab10b8560439d18c1cd39cbd8574b1cb9c1fc513a9c0a3d8e78f5722a8190e3493f9ae032f27b02c433.wav,0.0
clips/train/0064d075aebdf422494403f3ec3a6407b88f9bd7261809d8a3b37a66ef00e0d131ee16a36ad99072db216ad3c7b6549a657b52eae727ebe49c5db06de1ca6513.wav,0.05769230769230769
clips/train/0065baa0af9699e22b3b530fe52205beefb5972878ea219be1ce48898ee0ca502801401a5625240fbcb7a2ddd646d31882773e8c0bd6c1a9f5722406cdc369b9.wav,0.14666666666666667
clips/train/0068e8a2cf5d484810d26ee5997e89bf14063611872f899131888977b1af68a02e80dbc61ac48632b4b8408933d2112f4c32e3cb9ff93cc4d7dbe4ba642834e4.wav,0.0
clips/train/006955b158a8966c9307354e61ce5842b7bcbec628558e31327864fe7281183a4695d9f7cd88560aea52d2f2110072b3839289f5f3d66c291f2c0a2fb3ebf0f6.wav,0.17857142857142858
clips/train/006a59a4159851e6e9e96089d2ec7145adf168d88a5d4eb5d70b6ea46e4d2de337b601f6e6d7238e45922e311c061a0887dc6febb6d5328c22cddf3e678c15a0.wav,0.3166666666666666
clips/train/006d54913bae79f4444aed6b885c938071b9a6b16cd447b2980d15374b8c5f451b0fc9e546cbe23f2bc6ed4ffe454479c44c49979bfc29f6b5933c483801d39a.wav,0.06000000000000001
clips/train/00781671eac9f5a3a66df68543b817b0a3cf97cd7a68232fd7ba48ff792a3344580c5ed8118e8210cc86ef0a84d86086d431bf768d9073838ef82a76ef5100ed.wav,0.014285714285714285
clips/train/008b95b81d2dfccead79bd45af679335678ad6b0f0843fd4c72cedec622de49d8cdadcc19b0c0aef23b9e4bd0e518af150f6e7588744483881b7fe8f00973d4b.wav,0.0
clips/train/0096ec882eccd7c272c560157d98f2fcca52384f2702d70262497b6488eef1cab2badb7fa202b5bbc21986b968b8c4db3b2e6ed8851b51b48c4d11bbd2c2b390.wav,0.18333333333333332
clips/train/009775343d2d3555fb15fea8412a48dc78855e3ffb987210dfaab33e993a7999d99a433610e9ce79226d99b26f2431a7aa05986ef95545dff97faffb152cd921.wav,0.07500000000000001
clips/train/00982ab7782d482443e1f3b5f0254d5132d62639873a2accd29642843cdb57097f420c691c5ed4d9601c0d1cea245bef0de4cb2e4719a1b7b9354f306501fff1.wav,0.25833333333333325
clips/train/0098662cfac47a440dbd8b298c42fdc080297427e05db5fdc0ab202c0d3af1202663fe1c8e57401377dfd529f24548b2f73cda1a7f18cff8b962d1158275eb3a.wav,0.071875
clips/train/00a4e26db8ecf620256c528b9d371dd4915b55af492761ab5ea07e3607f1624a434614aacbb5fb7c3cfa3e23dc0c6dc8169bb1a2458da4dbb1b6f6193cba0bff.wav,0.44375
clips/train/00a50a22e938ac6f809a2720576805d600f6f3794fa7f7657a69f6f4a9f19e79526ded948805177e3aa81861e2097321fd1ca5de4b34a3c26a0cdadd5af40ff0.wav,0.00625
clips/train/00a66d6fcea2e3e1a34bee40c038e8aa037e2ced79fd50e6013ccc0a1812b9e8cee82fac7fea2979e38f60d4b977c9c99eee556e49a7976db4ce2da02b1bd8ec.wav,0.02142857142857143
clips/train/00a94345a365cc850a2cae92dd521e608ffcf5e7b8d475eb199935f0943e76b90704e83b48c0d6cdfe7fe6fd6b409da64afee4204a0e3c3a9d5679e936b08c38.wav,0.10555555555555558
clips/train/00af1addd144bca5629bde22df2ff799a6aad844f1edb9404d221fa3327aaaf89cc39b1b1df2d987918c58b1e31bd2d24c261d274d068431ed84884684dffffb.wav,0.21428571428571433
clips/train/00bd78a549c557fb5eb441290a6907e54a8f1d04ab97c7fa3349418492ba5ba9ca63b50a446b2fe921f4048096c37e0219812e89341a39c197ede807d287b0a3.wav,0.41
clips/train/00c89197deb8604133424e9a124f7d498c0277b920bc071e26e44428e881b2836d61da425de4e1c8f05338f9f033f35e0a0340ee1819ba72b99cd00beaf32b03.wav,0.0
clips/train/00c9088a8dbc8a7be9afe1305e3966ea54c4f2ee21b88c5171432a95c0e78d2db702d7bd88f7c65ceae2fe501b9127d169f57e94f157453285aa4c0324d8b551.wav,0.09642857142857139
clips/train/00cd8aa28995e41b90953a882f86e186e74041c3293b0b838075612f54db25b114badd63f93b6b2f21dd7a2ade409ffcf6ba8dfaa2b2f0fef337f4af7c032c41.wav,0.016666666666666666
clips/train/00db31a1a3b2cd90d065ac0ec3446839b9108379f5dafd000e9a9e7aec0ec63df0fc242824180b80e7f3f0145faa63ddba1579aa720567a204595268c951eb81.wav,0.1766666666666667
clips/train/00e07c3c397e215600125a164e9fc1cb404b5d63115d6b06026634558f5a4bb8f3ee5856bc5be46b84a6f0cd938a223afaa26aa382131e6b152a595cd8be0738.wav,0.06818181818181818
clips/train/00e32bc66f833e25b626caab2336a69d30a0cf11fd9a641b8b97f74188dce8c2339086b0d182eba553921d547816640ed69de3dcf2e4a5b828a7914bc2d7e6a0.wav,0.2875
clips/train/00eae104d38d84683e0aa2b9a4d0331a1dd26b88921e7d3dc9ea3706449cbabef1c04adede4bbb52eebaaf49171a9207aa66279c7fae352526ad2ce4ae95ea88.wav,0.19000000000000006
clips/train/00fb8319bf174d37958c9c70696bee76394ff1c0e7ec2377bbd778a4777d267aeae93161ad2f7b209f3da11b2693daf347f53c25675dc1425f47cfada0d9d9a3.wav,0.11428571428571425
clips/train/01040f111ee034f86ec10216796a91a1a327704af1c1851388927617bfa9df4653552b3a04735ce6f5d397052e8cb959bd83e4d1de0f2230f1fde8b6fc17d2bb.wav,0.35
clips/train/010e9ca9439c4925057d4e7008b659fe66c054d2d44cc101b5e11ae1f201e8fd7f4346b4ec13ef7c17edbda58b0fa51e95b24e5b0db612a3d3be15f2f3f8f64f.wav,0.43
clips/train/0110b2ffb2de6522618cb0f073d3d4865a2b283a2b51c7fc74a991787a79e2937de8d1bab20831e6558b2a99bc69403d23399cfaaecf75e809505b80a09ea11c.wav,0.019999999999999997
clips/train/011c177a0ec5ff93976323dc5025642813198d7cb24f4585b2f9e8fe9949f51981c74f955fa00fd585b2002c27ef59c41e59a94c2c4c1c65bf7807a441d01617.wav,0.04999999999999999
clips/train/011e8db48e73ad007ed0a263c1c750176a48036c9686d7cdeae7ca78c47acf4fe7a8b55938526698285a7046ba832f07833db87588ea0199849f84acd539510a.wav,0.7
clips/train/012801587d9bec858e77a48e99420192630b0baf9eeebf459482ff82a78b774610febe03aba7842091988129333db4d1b074da8819d8d4ded491c09e1788323f.wav,0.005
clips/train/013615c584aaead87af2c4075c3940ef55965ac7ddf5039b538ee20d32ecd1eb660104813eedcc9017099a0ddf8dd57b66a8913382e5b9ab3cd7340bccda84e0.wav,0.014285714285714285
clips/train/013ac7a87ab6bdb1af2f025162e3967e498218dedb1f200d348f7f45abbd7041819a4603d2604a5350ed626df4e47cbb59f203c60b4ce4fcd4ea2d437662564b.wav,0.0
clips/train/013bbb08128f406bf0f08cdb85d61ecfe9f4833d6faefeb878a69e57a0f31352146b6657cb291c26e9b6f88cafacb2c6cf8b5f8604c524ee20b03a7042d1302e.wav,0.2681818181818181
clips/train/01505e576d14259f61094836ac27f210ebfcc03569688c8636379ec249405dd00daa3048df57f6df05f7fc4e436c13fe25e65a7b182c3ab31b0cd64d0317d04c.wav,0.19583333333333333
clips/train/0158457ce8c07cd415946ab03a9050e2543eead9187a603f20b2a448b9bb8d5bbf2556054bd62d64f6c57c5fe18e48c144f2715694e40b5fcf6e9d7d414cfcfb.wav,0.07333333333333333
clips/train/016ffeb23acf703a7e2972770d0f78b49575eb02684961014f744ccc45499ab282bd8037f2869a89c0ec499c88fd17eb321c467e21cbae961ce738de879bc1bc.wav,0.22083333333333335
clips/train/0173ede55dc5813ef4833669f5c937b457f646c4b8fe5678c3cb2573f53a973d90c41cadc5cea5ca0a1daac7b06010cdb146b126c171a9060518b943d5b29ac1.wav,0.15833333333333327
clips/train/0173f58f8ed617cd33ecbcf16695d6436b79a10765b15eeb3603f4a49f5a66717bb45bf652cb97814675f557aa4e3ff99be2d196ae45731251875d6707c98691.wav,0.01
